1,a*,h1,3,28,0.0041876999999956865
1,a*,h2,3,28,0.00416829999999635
1,a*,h3,3,10,0.0014657999999982962
1,a*,h4,3,57,0.022019800000002476
2,a*,h1,14,6606,1.3284467999999947
2,a*,h2,14,6606,1.2000653999999997
2,a*,h3,14,3311,0.5624007000000049
2,a*,h4,14,17864,3.9449545000000015
3,a*,h1,10,5884,1.084405099999998
3,a*,h2,10,5884,0.9972597000000007
3,a*,h3,11,3161,0.5029425000000032
3,a*,h4,10,15791,3.4290591000000035
4,a*,h1,10,3462,0.5713654000000048
4,a*,h2,10,3462,0.7224538999999908
4,a*,h3,11,1491,0.3606197000000009
4,a*,h4,10,9043,2.1299390000000074
5,a*,h1,12,7612,1.3022367999999886
5,a*,h2,12,7612,1.3645393999999982
5,a*,h3,12,3724,0.713569899999996
5,a*,h4,12,16461,3.5096597000000003
6,a*,h1,14,2633,0.4854157999999984
6,a*,h2,14,2633,0.4492812000000015
6,a*,h3,14,1455,0.2570151000000038
6,a*,h4,14,7625,1.6537248000000062
7,a*,h1,15,4437,0.7325851000000085
7,a*,h2,15,4437,0.7344013999999959
7,a*,h3,15,1455,0.2479037999999889
7,a*,h4,15,11615,3.032172299999999
8,a*,h1,7,1048,0.17875239999999337
8,a*,h2,7,1048,0.22706450000001155
8,a*,h3,7,243,0.03750549999999464
8,a*,h4,7,4273,1.0288623999999942
9,a*,h1,6,2802,0.43740420000000313
9,a*,h2,6,2802,0.4639900000000097
9,a*,h3,6,989,0.14500530000000822
9,a*,h4,6,8794,1.6778654000000017
10,a*,h1,10,2928,0.43664300000000367
10,a*,h2,10,2928,0.4793705000000017
10,a*,h3,11,1749,0.23683070000001294
10,a*,h4,10,6124,1.3390382999999986
11,a*,h1,10,5561,0.671080499999988
11,a*,h2,10,5561,0.743677500000004
11,a*,h3,11,4530,0.6229931999999962
11,a*,h4,10,11392,1.8727143999999925
12,a*,h1,9,4523,0.5657173999999969
12,a*,h2,9,4523,0.5665092999999928
12,a*,h3,9,1855,0.2252834999999891
12,a*,h4,9,12913,2.5152975000000026
13,a*,h1,8,1506,0.19498950000000548
13,a*,h2,8,1506,0.21491619999999045
13,a*,h3,8,666,0.08616659999999854
13,a*,h4,8,6080,1.0430855000000037
14,a*,h1,12,12748,2.2140025000000065
14,a*,h2,12,12748,2.30908740000001
14,a*,h3,13,1228,0.19578159999997524
14,a*,h4,12,57329,12.412519700000018
15,a*,h1,52,23458,5.052774700000015
15,a*,h2,52,23458,5.011667100000011
15,a*,h3,52,19388,4.083759600000008
15,a*,h4,52,25228,6.655366699999973
16,a*,h1,12,6759,1.137100299999986
16,a*,h2,12,6759,1.2065446000000009
16,a*,h3,12,3981,0.850311999999974
16,a*,h4,12,15598,3.348129499999999
17,a*,h1,51,24437,5.129056600000013
17,a*,h2,51,24437,5.235383099999979
17,a*,h3,54,25444,5.238336500000003
17,a*,h4,51,24941,6.660640099999995
18,a*,h1,10,3251,0.5417194000000052
18,a*,h2,10,3251,0.6916871000000242
18,a*,h3,11,1501,0.2780529999999999
18,a*,h4,10,9480,2.1214530000000025
19,a*,h1,9,1915,0.3502048000000002
19,a*,h2,9,1915,0.40858080000000996
19,a*,h3,10,1312,0.23848290000000816
19,a*,h4,9,6032,1.2703886999999838
20,a*,h1,9,1120,0.2189136000000076
20,a*,h2,9,1120,0.23188470000002326
20,a*,h3,10,583,0.11645409999999856
20,a*,h4,9,3516,0.7931820999999957
21,a*,h1,10,1864,0.3311510999999996
21,a*,h2,10,1864,0.32139709999998445
21,a*,h3,11,695,0.11757129999998028
21,a*,h4,10,5435,1.121768099999997
22,a*,h1,20,13883,2.5051079999999786
22,a*,h2,20,13883,2.716073999999992
22,a*,h3,20,6869,1.2468403000000023
22,a*,h4,20,21816,5.151231800000005
23,a*,h1,7,1041,0.16213959999998906
23,a*,h2,7,1041,0.17047510000000443
23,a*,h3,7,202,0.03054480000000126
23,a*,h4,7,3289,0.7132513999999901
24,a*,h1,50,120501,23.416360200000042
24,a*,h2,50,120501,23.60840840000003
24,a*,h3,56,118641,23.368571900000006
24,a*,h4,50,146600,36.700511000000006
25,a*,h1,50,21605,5.032840999999962
25,a*,h2,50,21605,5.4555197999999905
25,a*,h3,51,13060,3.1127645999999913
25,a*,h4,50,22434,5.892073699999969
26,a*,h1,9,1938,0.2704679000000283
26,a*,h2,9,1938,0.30668350000001965
26,a*,h3,9,850,0.1367456000000402
26,a*,h4,9,5590,1.1594597999999792
27,a*,h1,8,1421,0.226986600000032
27,a*,h2,8,1421,0.25150899999999865
27,a*,h3,8,712,0.14784029999998438
27,a*,h4,8,4098,0.8272939999999949
28,a*,h1,9,4336,0.734996600000045
28,a*,h2,9,4336,0.8313349000000017
28,a*,h3,9,2612,0.4084500000000162
28,a*,h4,9,9214,1.9137692999999558
29,a*,h1,43,33821,6.797982700000034
29,a*,h2,43,33821,7.538058400000011
29,a*,h3,45,30070,5.085623300000009
29,a*,h4,43,46183,9.246750600000041
30,a*,h1,8,1116,0.15700020000002723
30,a*,h2,8,1116,0.14957120000002533
30,a*,h3,8,517,0.0687818999999763
30,a*,h4,8,3268,0.5487815000000182
31,a*,h1,50,12707,1.995164700000032
31,a*,h2,50,12707,2.064400200000023
31,a*,h3,51,7843,1.4886376000000041
31,a*,h4,50,13106,2.7877616000000103
32,a*,h1,9,1938,0.3252576999999519
32,a*,h2,9,1938,0.3533012000000326
32,a*,h3,9,850,0.13940130000003137
32,a*,h4,9,5590,1.2830046000000266
33,a*,h1,50,11771,2.2936255999999844
33,a*,h2,50,11771,2.3086980999999582
33,a*,h3,53,12064,2.4499321000000123
33,a*,h4,50,12111,3.0417315999999914
34,a*,h1,16,883,0.16238669999995636
34,a*,h2,16,883,0.1383895000000166
34,a*,h3,18,650,0.133581300000003
34,a*,h4,16,2409,0.503232300000036
35,a*,h1,17,1492,0.26163689999998496
35,a*,h2,17,1492,0.2569297000000006
35,a*,h3,19,716,0.139492300000029
35,a*,h4,17,4366,0.9743105000000014
36,a*,h1,18,3466,0.6894057999999745
36,a*,h2,18,3466,0.5369893999999817
36,a*,h3,20,1415,0.2187567999999942
36,a*,h4,18,11608,2.538692900000001
37,a*,h1,49,217177,50.310901299999955
37,a*,h2,49,217177,40.91686000000004
37,a*,h3,52,208388,38.588517900000056
37,a*,h4,49,258352,60.885733699999946
38,a*,h1,4,650,0.13876470000002428
38,a*,h2,4,650,0.11283019999996213
38,a*,h3,4,189,0.027184899999951995
38,a*,h4,4,3984,0.6547736999999643
39,a*,h1,49,25152,3.842637400000058
39,a*,h2,49,25152,3.9233520999999882
39,a*,h3,52,23129,3.5048907999999983
39,a*,h4,49,29260,5.360753899999963
40,a*,h1,11,4837,0.6415670999999747
40,a*,h2,11,4837,0.6748853999999938
40,a*,h3,12,4360,0.6101218999999674
40,a*,h4,11,8210,1.3664453000000094
41,a*,h1,49,11066,1.7875384999999824
41,a*,h2,49,11066,1.6910859999999275
41,a*,h3,51,10792,1.767616299999986
41,a*,h4,49,11128,2.0946367999999893
42,a*,h1,9,705,0.10106220000000121
42,a*,h2,9,705,0.09563459999992574
42,a*,h3,10,448,0.060544700000036755
42,a*,h4,9,1829,0.29975690000003397
43,a*,h1,9,1279,0.17709370000000035
43,a*,h2,9,1279,0.17015580000008868
43,a*,h3,10,1157,0.17889259999992646
43,a*,h4,9,3246,0.5256119000000581
44,a*,h1,11,1163,0.21159869999996772
44,a*,h2,11,1163,0.17911549999996623
44,a*,h3,12,1178,0.18484369999998762
44,a*,h4,11,1926,0.3557541999999785
45,a*,h1,8,559,0.06903620000002775
45,a*,h2,8,559,0.07081200000004628
45,a*,h3,9,151,0.021609399999988455
45,a*,h4,8,2646,0.41557349999993676
46,a*,h1,3,63,0.006414099999915379
46,a*,h2,3,63,0.006511999999929685
46,a*,h3,3,53,0.005351099999984399
46,a*,h4,3,203,0.030926499999964108
47,a*,h1,3,33,0.003738300000009076
47,a*,h2,3,33,0.004537099999993188
47,a*,h3,3,33,0.003483500000015738
47,a*,h4,3,153,0.023970500000018546
48,a*,h1,4,135,0.022211099999935868
48,a*,h2,4,135,0.01995020000003933
48,a*,h3,4,39,0.004658599999970647
48,a*,h4,4,339,0.06383779999998751
49,a*,h1,5,155,0.022113499999932174
49,a*,h2,5,155,0.0242127999999866
49,a*,h3,5,74,0.00949660000003405
49,a*,h4,5,363,0.05857829999990827
50,a*,h1,5,265,0.033454900000037924
50,a*,h2,5,265,0.03450569999995423
50,a*,h3,5,51,0.006325199999992037
50,a*,h4,5,742,0.11373030000004292
1,ucs,h4,3,57,0.007152600000004838
2,ucs,h4,14,17864,2.3487273
3,ucs,h4,10,15791,2.008091399999998
4,ucs,h4,10,9043,1.1507628000000096
5,ucs,h4,12,16461,2.101361499999996
6,ucs,h4,14,7625,1.2405574999999942
7,ucs,h4,15,11615,1.6798742000000004
8,ucs,h4,7,4273,0.688981400000003
9,ucs,h4,6,8794,1.027368999999993
10,ucs,h4,10,6124,0.6933532000000042
11,ucs,h4,10,11392,1.4115481000000045
12,ucs,h4,9,12913,1.2469515000000087
13,ucs,h4,8,6080,0.6445276000000035
14,ucs,h4,12,57329,5.364258100000001
15,ucs,h4,52,25228,3.9929381000000035
16,ucs,h4,12,15598,2.0881597000000056
17,ucs,h4,51,24941,3.929768999999993
18,ucs,h4,10,9480,1.187341900000007
19,ucs,h4,9,6032,0.82660580000001
20,ucs,h4,9,3516,0.48185029999999074
21,ucs,h4,10,5435,0.7852953999999954
22,ucs,h4,20,21816,3.2206257999999934
23,ucs,h4,7,3289,0.43676479999999174
24,ucs,h4,50,146600,20.933064400000006
25,ucs,h4,50,22434,3.4547602999999754
26,ucs,h4,9,5590,0.623691899999983
27,ucs,h4,8,4098,0.6297235999999771
28,ucs,h4,9,9214,1.1199622000000318
29,ucs,h4,43,46183,6.87185420000003
30,ucs,h4,8,3268,0.34466150000002926
31,ucs,h4,50,13106,1.6496377999999936
32,ucs,h4,9,5590,1.141411699999992
33,ucs,h4,50,12111,1.780118399999992
34,ucs,h4,16,2409,0.3351458000000207
35,ucs,h4,17,4366,0.5447545000000105
36,ucs,h4,18,11608,1.666204300000004
37,ucs,h4,49,258352,40.2934975
38,ucs,h4,4,3984,0.525472499999978
39,ucs,h4,49,29260,3.7842206999999917
40,ucs,h4,11,8210,0.88775540000006
41,ucs,h4,49,11128,1.269237999999973
42,ucs,h4,9,1829,0.1938982000000351
43,ucs,h4,9,3246,0.3395510000000286
44,ucs,h4,11,1926,0.22863089999998465
45,ucs,h4,8,2646,0.2433362000000443
46,ucs,h4,3,203,0.015255800000090858
47,ucs,h4,3,153,0.014473100000031991
48,ucs,h4,4,339,0.03722660000005362
49,ucs,h4,5,363,0.040468899999950736
50,ucs,h4,5,742,0.06778620000000046
